关键词,题材,一级分类,意图,操作对象,工具,指纹,内容策略,题材分,搜索热度,热度分
Grok是什么,AI认知,AI竞品词,品牌认知,是什么,Grok,AI竞品词·品牌认知·是什么·Grok,高关联(整篇AI),0.75,高,0.82
Grok功能介绍,AI认知,AI竞品词,品牌认知,功能介绍,Grok,AI竞品词·品牌认知·功能介绍·Grok,高关联(整篇AI),0.75,高,0.82
Grok官网,AI认知,AI竞品词,官网下载,官网,Grok,AI竞品词·官网下载·官网·Grok,高关联(整篇AI),0.75,高,0.82
Grok下载,AI认知,AI竞品词,官网下载,下载,Grok,AI竞品词·官网下载·下载·Grok,高关联(整篇AI),0.75,中,0.66
Grok怎么用,AI认知,AI竞品词,教程操作,怎么用,Grok,AI竞品词·教程操作·怎么用·Grok,中关联(AI+工具章节),0.75,中,0.66
Grok使用教程,AI认知,AI竞品词,教程操作,使用教程,Grok,AI竞品词·教程操作·使用教程·Grok,中关联(AI+工具章节),0.75,中,0.61
Grok哪个好,AI认知,AI竞品词,功能对比,哪个好,Grok,AI竞品词·功能对比·哪个好·Grok,中关联(AI+工具章节),0.75,中,0.7
Grok评测,AI认知,AI竞品词,功能对比,评测,Grok,AI竞品词·功能对比·评测·Grok,中关联(AI+工具章节),0.75,低,0.57
Grok写周报,AI写作,AI竞品词,场景应用,写周报,Grok,AI竞品词·场景应用·写周报·Grok,中关联(AI+工具章节),0.9,长尾极低,0.41
Grok写论文,AI写作,AI竞品词,场景应用,写论文,Grok,AI竞品词·场景应用·写论文·Grok,中关联(AI+工具章节),0.9,长尾极低,0.41
Character AI是什么,AI认知,AI竞品词,品牌认知,是什么,Character AI,AI竞品词·品牌认知·是什么·Character AI,高关联(整篇AI),0.75,高,0.78
Character AI官网,AI认知,AI竞品词,官网下载,官网,Character AI,AI竞品词·官网下载·官网·Character AI,高关联(整篇AI),0.75,高,0.78
Character AI怎么用,AI认知,AI竞品词,教程操作,怎么用,Character AI,AI竞品词·教程操作·怎么用·Character AI,中关联(AI+工具章节),0.75,中,0.62
Character AI哪个好,AI认知,AI竞品词,功能对比,哪个好,Character AI,AI竞品词·功能对比·哪个好·Character AI,中关联(AI+工具章节),0.75,中,0.66
Character AI写周报,AI写作,AI竞品词,场景应用,写周报,Character AI,AI竞品词·场景应用·写周报·Character AI,中关联(AI+工具章节),0.9,长尾极低,0.39
Character AI写论文,AI写作,AI竞品词,场景应用,写论文,Character AI,AI竞品词·场景应用·写论文·Character AI,中关联(AI+工具章节),0.9,长尾极低,0.39
Meta AI是什么,AI认知,AI竞品词,品牌认知,是什么,Meta AI,AI竞品词·品牌认知·是什么·Meta AI,高关联(整篇AI),0.75,高,0.78
Meta AI官网,AI认知,AI竞品词,官网下载,官网,Meta AI,AI竞品词·官网下载·官网·Meta AI,高关联(整篇AI),0.75,高,0.78
Meta AI怎么用,AI认知,AI竞品词,教程操作,怎么用,Meta AI,AI竞品词·教程操作·怎么用·Meta AI,中关联(AI+工具章节),0.75,中,0.62
Meta AI哪个好,AI认知,AI竞品词,功能对比,哪个好,Meta AI,AI竞品词·功能对比·哪个好·Meta AI,中关联(AI+工具章节),0.75,中,0.66
Meta AI写周报,AI写作,AI竞品词,场景应用,写周报,Meta AI,AI竞品词·场景应用·写周报·Meta AI,中关联(AI+工具章节),0.9,长尾极低,0.39
Meta AI写论文,AI写作,AI竞品词,场景应用,写论文,Meta AI,AI竞品词·场景应用·写论文·Meta AI,中关联(AI+工具章节),0.9,长尾极低,0.39
豆包大模型是什么,大模型,AI竞品词,品牌认知,是什么,豆包大模型,AI竞品词·品牌认知·是什么·豆包大模型,高关联(整篇AI),0.82,中,0.6
豆包大模型官网,大模型,AI竞品词,官网下载,官网,豆包大模型,AI竞品词·官网下载·官网·豆包大模型,高关联(整篇AI),0.82,中,0.6
豆包大模型怎么用,大模型,AI竞品词,教程操作,怎么用,豆包大模型,AI竞品词·教程操作·怎么用·豆包大模型,中关联(AI+工具章节),0.82,低,0.48
豆包大模型哪个好,大模型,AI竞品词,功能对比,哪个好,豆包大模型,AI竞品词·功能对比·哪个好·豆包大模型,中关联(AI+工具章节),0.82,低,0.51
豆包大模型写周报,AI写作,AI竞品词,场景应用,写周报,豆包大模型,AI竞品词·场景应用·写周报·豆包大模型,中关联(AI+工具章节),0.9,长尾极低,0.3
豆包大模型写论文,AI写作,AI竞品词,场景应用,写论文,豆包大模型,AI竞品词·场景应用·写论文·豆包大模型,中关联(AI+工具章节),0.9,长尾极低,0.3
Qwen是什么,大模型,AI竞品词,品牌认知,是什么,Qwen,AI竞品词·品牌认知·是什么·Qwen,高关联(整篇AI),0.82,中,0.62
Qwen官网,大模型,AI竞品词,官网下载,官网,Qwen,AI竞品词·官网下载·官网·Qwen,高关联(整篇AI),0.82,中,0.62
Qwen怎么用,大模型,AI竞品词,教程操作,怎么用,Qwen,AI竞品词·教程操作·怎么用·Qwen,中关联(AI+工具章节),0.82,低,0.5
Qwen哪个好,大模型,AI竞品词,功能对比,哪个好,Qwen,AI竞品词·功能对比·哪个好·Qwen,中关联(AI+工具章节),0.82,低,0.53
Qwen写周报,AI写作,AI竞品词,场景应用,写周报,Qwen,AI竞品词·场景应用·写周报·Qwen,中关联(AI+工具章节),0.9,长尾极低,0.31
Qwen写论文,AI写作,AI竞品词,场景应用,写论文,Qwen,AI竞品词·场景应用·写论文·Qwen,中关联(AI+工具章节),0.9,长尾极低,0.31
LLaMA是什么,大模型,AI竞品词,品牌认知,是什么,LLaMA,AI竞品词·品牌认知·是什么·LLaMA,高关联(整篇AI),0.82,中,0.62
LLaMA官网,大模型,AI竞品词,官网下载,官网,LLaMA,AI竞品词·官网下载·官网·LLaMA,高关联(整篇AI),0.82,中,0.62
LLaMA怎么用,大模型,AI竞品词,教程操作,怎么用,LLaMA,AI竞品词·教程操作·怎么用·LLaMA,中关联(AI+工具章节),0.82,低,0.5
LLaMA哪个好,大模型,AI竞品词,功能对比,哪个好,LLaMA,AI竞品词·功能对比·哪个好·LLaMA,中关联(AI+工具章节),0.82,低,0.53
LLaMA写周报,AI写作,AI竞品词,场景应用,写周报,LLaMA,AI竞品词·场景应用·写周报·LLaMA,中关联(AI+工具章节),0.9,长尾极低,0.31
LLaMA写论文,AI写作,AI竞品词,场景应用,写论文,LLaMA,AI竞品词·场景应用·写论文·LLaMA,中关联(AI+工具章节),0.9,长尾极低,0.31
GPT-4是什么,大模型,AI竞品词,品牌认知,是什么,GPT-4,AI竞品词·品牌认知·是什么·GPT-4,高关联(整篇AI),0.82,高,0.96
GPT-4功能介绍,大模型,AI竞品词,品牌认知,功能介绍,GPT-4,AI竞品词·品牌认知·功能介绍·GPT-4,高关联(整篇AI),0.82,高,0.96
GPT-4官网,大模型,AI竞品词,官网下载,官网,GPT-4,AI竞品词·官网下载·官网·GPT-4,高关联(整篇AI),0.82,高,0.96
GPT-4下载,大模型,AI竞品词,官网下载,下载,GPT-4,AI竞品词·官网下载·下载·GPT-4,高关联(整篇AI),0.82,高,0.77
GPT-4怎么用,大模型,AI竞品词,教程操作,怎么用,GPT-4,AI竞品词·教程操作·怎么用·GPT-4,中关联(AI+工具章节),0.82,高,0.77
GPT-4本地部署,大模型,AI竞品词,教程操作,本地部署,GPT-4,AI竞品词·教程操作·本地部署·GPT-4,中关联(AI+工具章节),0.82,高,0.77
GPT-4哪个好,大模型,AI竞品词,功能对比,哪个好,GPT-4,AI竞品词·功能对比·哪个好·GPT-4,中关联(AI+工具章节),0.82,高,0.82
GPT-4评测,大模型,AI竞品词,功能对比,评测,GPT-4,AI竞品词·功能对比·评测·GPT-4,中关联(AI+工具章节),0.82,中,0.67
GPT-4写周报,AI写作,AI竞品词,场景应用,写周报,GPT-4,AI竞品词·场景应用·写周报·GPT-4,中关联(AI+工具章节),0.9,低,0.48
GPT-4写论文,AI写作,AI竞品词,场景应用,写论文,GPT-4,AI竞品词·场景应用·写论文·GPT-4,中关联(AI+工具章节),0.9,低,0.48
GPT-4o是什么,大模型,AI竞品词,品牌认知,是什么,GPT-4o,AI竞品词·品牌认知·是什么·GPT-4o,高关联(整篇AI),0.82,高,0.96
GPT-4o功能介绍,大模型,AI竞品词,品牌认知,功能介绍,GPT-4o,AI竞品词·品牌认知·功能介绍·GPT-4o,高关联(整篇AI),0.82,高,0.96
GPT-4o官网,大模型,AI竞品词,官网下载,官网,GPT-4o,AI竞品词·官网下载·官网·GPT-4o,高关联(整篇AI),0.82,高,0.96
GPT-4o下载,大模型,AI竞品词,官网下载,下载,GPT-4o,AI竞品词·官网下载·下载·GPT-4o,高关联(整篇AI),0.82,高,0.77
GPT-4o怎么用,大模型,AI竞品词,教程操作,怎么用,GPT-4o,AI竞品词·教程操作·怎么用·GPT-4o,中关联(AI+工具章节),0.82,高,0.77
GPT-4o本地部署,大模型,AI竞品词,教程操作,本地部署,GPT-4o,AI竞品词·教程操作·本地部署·GPT-4o,中关联(AI+工具章节),0.82,高,0.77
GPT-4o哪个好,大模型,AI竞品词,功能对比,哪个好,GPT-4o,AI竞品词·功能对比·哪个好·GPT-4o,中关联(AI+工具章节),0.82,高,0.82
GPT-4o评测,大模型,AI竞品词,功能对比,评测,GPT-4o,AI竞品词·功能对比·评测·GPT-4o,中关联(AI+工具章节),0.82,中,0.67
GPT-4o写周报,AI写作,AI竞品词,场景应用,写周报,GPT-4o,AI竞品词·场景应用·写周报·GPT-4o,中关联(AI+工具章节),0.9,低,0.48
GPT-4o写论文,AI写作,AI竞品词,场景应用,写论文,GPT-4o,AI竞品词·场景应用·写论文·GPT-4o,中关联(AI+工具章节),0.9,低,0.48
DeepSeek-R1是什么,大模型,AI竞品词,品牌认知,是什么,DeepSeek-R1,AI竞品词·品牌认知·是什么·DeepSeek-R1,高关联(整篇AI),0.82,中,0.7
DeepSeek-R1官网,大模型,AI竞品词,官网下载,官网,DeepSeek-R1,AI竞品词·官网下载·官网·DeepSeek-R1,高关联(整篇AI),0.82,中,0.7
DeepSeek-R1怎么用,大模型,AI竞品词,教程操作,怎么用,DeepSeek-R1,AI竞品词·教程操作·怎么用·DeepSeek-R1,中关联(AI+工具章节),0.82,低,0.56
DeepSeek-R1哪个好,大模型,AI竞品词,功能对比,哪个好,DeepSeek-R1,AI竞品词·功能对比·哪个好·DeepSeek-R1,中关联(AI+工具章节),0.82,低,0.59
DeepSeek-R1写周报,AI写作,AI竞品词,场景应用,写周报,DeepSeek-R1,AI竞品词·场景应用·写周报·DeepSeek-R1,中关联(AI+工具章节),0.9,长尾极低,0.35
DeepSeek-R1写论文,AI写作,AI竞品词,场景应用,写论文,DeepSeek-R1,AI竞品词·场景应用·写论文·DeepSeek-R1,中关联(AI+工具章节),0.9,长尾极低,0.35
WorkBuddy是什么,AI认知,AI竞品词,品牌认知,是什么,WorkBuddy,AI竞品词·品牌认知·是什么·WorkBuddy,高关联(整篇AI),0.75,高,0.82
WorkBuddy功能介绍,AI认知,AI竞品词,品牌认知,功能介绍,WorkBuddy,AI竞品词·品牌认知·功能介绍·WorkBuddy,高关联(整篇AI),0.75,高,0.82
WorkBuddy官网,AI认知,AI竞品词,官网下载,官网,WorkBuddy,AI竞品词·官网下载·官网·WorkBuddy,高关联(整篇AI),0.75,高,0.82
WorkBuddy下载,AI认知,AI竞品词,官网下载,下载,WorkBuddy,AI竞品词·官网下载·下载·WorkBuddy,高关联(整篇AI),0.75,中,0.66
WorkBuddy怎么用,AI认知,AI竞品词,教程操作,怎么用,WorkBuddy,AI竞品词·教程操作·怎么用·WorkBuddy,中关联(AI+工具章节),0.75,中,0.66
WorkBuddy使用教程,AI认知,AI竞品词,教程操作,使用教程,WorkBuddy,AI竞品词·教程操作·使用教程·WorkBuddy,中关联(AI+工具章节),0.75,中,0.61
WorkBuddy哪个好,AI认知,AI竞品词,功能对比,哪个好,WorkBuddy,AI竞品词·功能对比·哪个好·WorkBuddy,中关联(AI+工具章节),0.75,中,0.7
WorkBuddy评测,AI认知,AI竞品词,功能对比,评测,WorkBuddy,AI竞品词·功能对比·评测·WorkBuddy,中关联(AI+工具章节),0.75,低,0.57
WorkBuddy写周报,AI写作,AI竞品词,场景应用,写周报,WorkBuddy,AI竞品词·场景应用·写周报·WorkBuddy,中关联(AI+工具章节),0.9,长尾极低,0.41
WorkBuddy做PPT,AI办公,AI竞品词,场景应用,做PPT,WorkBuddy,AI竞品词·场景应用·做PPT·WorkBuddy,中关联(AI+工具章节),0.88,长尾极低,0.41
豆包工作是什么,AI认知,AI竞品词,品牌认知,是什么,豆包工作,AI竞品词·品牌认知·是什么·豆包工作,高关联(整篇AI),0.75,高,0.8
豆包工作功能介绍,AI认知,AI竞品词,品牌认知,功能介绍,豆包工作,AI竞品词·品牌认知·功能介绍·豆包工作,高关联(整篇AI),0.75,高,0.8
豆包工作官网,AI认知,AI竞品词,官网下载,官网,豆包工作,AI竞品词·官网下载·官网·豆包工作,高关联(整篇AI),0.75,高,0.8
豆包工作下载,AI认知,AI竞品词,官网下载,下载,豆包工作,AI竞品词·官网下载·下载·豆包工作,高关联(整篇AI),0.75,中,0.64
豆包工作怎么用,AI认知,AI竞品词,教程操作,怎么用,豆包工作,AI竞品词·教程操作·怎么用·豆包工作,中关联(AI+工具章节),0.75,中,0.64
豆包工作使用教程,AI认知,AI竞品词,教程操作,使用教程,豆包工作,AI竞品词·教程操作·使用教程·豆包工作,中关联(AI+工具章节),0.75,中,0.6
豆包工作哪个好,AI认知,AI竞品词,功能对比,哪个好,豆包工作,AI竞品词·功能对比·哪个好·豆包工作,中关联(AI+工具章节),0.75,中,0.68
豆包工作评测,AI认知,AI竞品词,功能对比,评测,豆包工作,AI竞品词·功能对比·评测·豆包工作,中关联(AI+工具章节),0.75,低,0.56
豆包工作写周报,AI写作,AI竞品词,场景应用,写周报,豆包工作,AI竞品词·场景应用·写周报·豆包工作,中关联(AI+工具章节),0.9,长尾极低,0.4
豆包工作做PPT,AI办公,AI竞品词,场景应用,做PPT,豆包工作,AI竞品词·场景应用·做PPT·豆包工作,中关联(AI+工具章节),0.88,长尾极低,0.4
千问办公是什么,AI办公,AI竞品词,品牌认知,是什么,千问办公,AI竞品词·品牌认知·是什么·千问办公,高关联(整篇AI),0.88,高,0.78
千问办公功能介绍,AI办公,AI竞品词,品牌认知,功能介绍,千问办公,AI竞品词·品牌认知·功能介绍·千问办公,高关联(整篇AI),0.88,高,0.78
千问办公官网,AI办公,AI竞品词,官网下载,官网,千问办公,AI竞品词·官网下载·官网·千问办公,高关联(整篇AI),0.88,高,0.78
千问办公下载,AI办公,AI竞品词,官网下载,下载,千问办公,AI竞品词·官网下载·下载·千问办公,高关联(整篇AI),0.88,中,0.62
千问办公怎么用,AI办公,AI竞品词,教程操作,怎么用,千问办公,AI竞品词·教程操作·怎么用·千问办公,中关联(AI+工具章节),0.88,中,0.62
千问办公使用教程,AI办公,AI竞品词,教程操作,使用教程,千问办公,AI竞品词·教程操作·使用教程·千问办公,中关联(AI+工具章节),0.88,低,0.58
千问办公哪个好,AI办公,AI竞品词,功能对比,哪个好,千问办公,AI竞品词·功能对比·哪个好·千问办公,中关联(AI+工具章节),0.88,中,0.66
千问办公评测,AI办公,AI竞品词,功能对比,评测,千问办公,AI竞品词·功能对比·评测·千问办公,中关联(AI+工具章节),0.88,低,0.55
千问办公写周报,AI写作,AI竞品词,场景应用,写周报,千问办公,AI竞品词·场景应用·写周报·千问办公,中关联(AI+工具章节),0.9,长尾极低,0.39
千问办公做PPT,AI办公,AI竞品词,场景应用,做PPT,千问办公,AI竞品词·场景应用·做PPT·千问办公,中关联(AI+工具章节),0.88,长尾极低,0.39
百度搭子是什么,AI认知,AI竞品词,品牌认知,是什么,百度搭子,AI竞品词·品牌认知·是什么·百度搭子,高关联(整篇AI),0.75,高,0.76
百度搭子功能介绍,AI认知,AI竞品词,品牌认知,功能介绍,百度搭子,AI竞品词·品牌认知·功能介绍·百度搭子,高关联(整篇AI),0.75,高,0.76
百度搭子官网,AI认知,AI竞品词,官网下载,官网,百度搭子,AI竞品词·官网下载·官网·百度搭子,高关联(整篇AI),0.75,高,0.76
百度搭子下载,AI认知,AI竞品词,官网下载,下载,百度搭子,AI竞品词·官网下载·下载·百度搭子,高关联(整篇AI),0.75,中,0.61
百度搭子怎么用,AI认知,AI竞品词,教程操作,怎么用,百度搭子,AI竞品词·教程操作·怎么用·百度搭子,中关联(AI+工具章节),0.75,中,0.61
百度搭子使用教程,AI认知,AI竞品词,教程操作,使用教程,百度搭子,AI竞品词·教程操作·使用教程·百度搭子,中关联(AI+工具章节),0.75,低,0.57
百度搭子哪个好,AI认知,AI竞品词,功能对比,哪个好,百度搭子,AI竞品词·功能对比·哪个好·百度搭子,中关联(AI+工具章节),0.75,中,0.65
百度搭子评测,AI认知,AI竞品词,功能对比,评测,百度搭子,AI竞品词·功能对比·评测·百度搭子,中关联(AI+工具章节),0.75,低,0.53
百度搭子写周报,AI写作,AI竞品词,场景应用,写周报,百度搭子,AI竞品词·场景应用·写周报·百度搭子,中关联(AI+工具章节),0.9,长尾极低,0.38
百度搭子做PPT,AI办公,AI竞品词,场景应用,做PPT,百度搭子,AI竞品词·场景应用·做PPT·百度搭子,中关联(AI+工具章节),0.88,长尾极低,0.38
腾讯文档AI是什么,AI办公,AI竞品词,品牌认知,是什么,腾讯文档AI,AI竞品词·品牌认知·是什么·腾讯文档AI,高关联(整篇AI),0.88,中,0.72
